ranking,titulo,ano,nota
"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[' Um Sonho de Liberdade', ' O Poderoso Chefão', ' Batman: O Cavaleiro das Trevas', ' O Poderoso Chefão II', ' 12 Homens e uma Sentença', ' A Lista de Schindler', ' O Senhor dos Anéis: O Retorno do Rei', ' Pulp Fiction: Tempo de Violência', ' O Senhor dos Anéis: A Sociedade do Anel', ' Três Homens em Conflito']","['1994', '1972', '2008', '1974', '1957', '1993', '2003', '1994', '2001', '1966']","['9.3', '9.2', '9.0', '9.0', '9.0', '9.0', '9.0', '8.9', '8.9', '8.8']"
